true_label,risk_score,classification,severity,ae_flagged,km_flagged
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4437,ROGUE,HIGH,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
BENIGN,0.0852,KNOWN,LOW,False,False
DDOS-UDP_FLOOD,0.3168,SUSPECT,MEDIUM,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5535,ROGUE,HIGH,True,False
DDOS-TCP_FLOOD,0.3,KNOWN,LOW,True,False
BENIGN,0.2501,KNOWN,LOW,False,False
DOS-UDP_FLOOD,0.4944,ROGUE,HIGH,True,False
MITM-ARPSPOOFING,0.0081,KNOWN,LOW,False,False
DDOS-SYNONYMOUSIP_FLOOD,0.5146,ROGUE,HIGH,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.7222,ROGUE,CRITICAL,True,True
DOS-UDP_FLOOD,0.4784,ROGUE,HIGH,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.3089,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.365,SUSPECT,MEDIUM,True,False
BENIGN,0.2268,KNOWN,LOW,False,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.2522,KNOWN,LOW,False,False
DOS-SYN_FLOOD,0.5546,ROGUE,HIGH,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5297,ROGUE,HIGH,True,False
DDOS-SYN_FLOOD,0.4421,SUSPECT,MEDIUM,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.3945,SUSPECT,MEDIUM,True,False
BENIGN,0.2357,KNOWN,LOW,False,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DNS_SPOOFING,0.063,KNOWN,LOW,False,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.4762,ROGUE,HIGH,True,False
DDOS-SYN_FLOOD,0.5252,ROGUE,HIGH,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.309,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.4539,ROGUE,HIGH,True,False
RECON-HOSTDISCOVERY,0.1818,KNOWN,LOW,False,False
DOS-UDP_FLOOD,0.3885,SUSPECT,MEDIUM,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
BENIGN,0.0812,KNOWN,LOW,False,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4543,ROGUE,HIGH,True,False
BENIGN,0.0316,KNOWN,LOW,False,False
DOS-SYN_FLOOD,0.4504,ROGUE,HIGH,True,False
VULNERABILITYSCAN,0.7449,ROGUE,CRITICAL,True,True
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.4245,SUSPECT,MEDIUM,True,False
VULNERABILITYSCAN,0.3308,SUSPECT,MEDIUM,True,False
RECON-OSSCAN,0.1846,KNOWN,LOW,False,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4188,SUSPECT,MEDIUM,True,False
VULNERABILITYSCAN,0.4596,ROGUE,HIGH,False,True
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.4751,ROGUE,HIGH,True,False
VULNERABILITYSCAN,0.1369,KNOWN,LOW,False,False
VULNERABILITYSCAN,0.1644,KNOWN,LOW,False,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DNS_SPOOFING,0.2681,KNOWN,LOW,False,False
DDOS-TCP_FLOOD,0.4875,ROGUE,HIGH,True,False
BENIGN,0.1687,KNOWN,LOW,False,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3001,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.3995,SUSPECT,MEDIUM,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4843,ROGUE,HIGH,True,False
DDOS-UDP_FLOOD,0.3066,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4794,ROGUE,HIGH,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.3973,SUSPECT,MEDIUM,True,False
DDOS-TCP_FLOOD,0.3291,SUSPECT,MEDIUM,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.4826,ROGUE,HIGH,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
BENIGN,0.1714,KNOWN,LOW,False,False
DDOS-SYN_FLOOD,0.5422,ROGUE,HIGH,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
RECON-OSSCAN,0.4532,ROGUE,HIGH,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.4849,ROGUE,HIGH,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.0968,KNOWN,LOW,False,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.4911,ROGUE,HIGH,True,False
DDOS-UDP_FLOOD,0.4952,ROGUE,HIGH,True,False
DDOS-UDP_FLOOD,0.3856,SUSPECT,MEDIUM,True,False
DOS-TCP_FLOOD,0.4011,SUSPECT,MEDIUM,True,False
BENIGN,0.0373,KNOWN,LOW,False,False
DOS-SYN_FLOOD,0.5511,ROGUE,HIGH,True,False
DOS-SYN_FLOOD,0.5435,ROGUE,HIGH,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.4784,ROGUE,HIGH,True,False
BENIGN,0.2578,KNOWN,LOW,False,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4358,SUSPECT,MEDIUM,True,False
RECON-HOSTDISCOVERY,0.0872,KNOWN,LOW,False,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
BENIGN,0.0629,KNOWN,LOW,False,False
DOS-SYN_FLOOD,0.5244,ROGUE,HIGH,True,False
MITM-ARPSPOOFING,0.035,KNOWN,LOW,False,False
DDOS-SYN_FLOOD,0.5297,ROGUE,HIGH,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.0065,KNOWN,LOW,False,False
MIRAI-GREETH_FLOOD,0.3335,SUSPECT,MEDIUM,True,False
DDOS-SYN_FLOOD,0.5154,ROGUE,HIGH,True,False
BENIGN,0.1104,KNOWN,LOW,False,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DOS-HTTP_FLOOD,0.3004,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.495,ROGUE,HIGH,True,False
RECON-OSSCAN,0.4882,ROGUE,HIGH,True,False
DDOS-HTTP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5594,ROGUE,HIGH,True,False
DOS-UDP_FLOOD,0.4849,ROGUE,HIGH,True,False
COMMANDINJECTION,0.5322,ROGUE,HIGH,False,True
DOS-UDP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.469,ROGUE,HIGH,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
RECON-HOSTDISCOVERY,0.5324,ROGUE,HIGH,True,False
BENIGN,0.1329,KNOWN,LOW,False,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-HTTP_FLOOD,0.3006,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.4407,SUSPECT,MEDIUM,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.4969,ROGUE,HIGH,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
RECON-HOSTDISCOVERY,0.4993,ROGUE,HIGH,True,False
RECON-OSSCAN,0.2579,KNOWN,LOW,False,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
BENIGN,0.0506,KNOWN,LOW,False,False
DOS-UDP_FLOOD,0.4045,SUSPECT,MEDIUM,True,False
VULNERABILITYSCAN,0.3997,SUSPECT,MEDIUM,True,False
DDOS-TCP_FLOOD,0.4613,ROGUE,HIGH,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
RECON-HOSTDISCOVERY,0.2097,KNOWN,LOW,False,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.4979,ROGUE,HIGH,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
BENIGN,0.3087,KNOWN,LOW,False,True
DOS-UDP_FLOOD,0.4659,ROGUE,HIGH,True,False
MIRAI-UDPPLAIN,0.3002,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DNS_SPOOFING,0.1397,KNOWN,LOW,False,False
MITM-ARPSPOOFING,0.0033,KNOWN,LOW,False,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
RECON-OSSCAN,0.5378,ROGUE,HIGH,False,True
DDOS-TCP_FLOOD,0.487,ROGUE,HIGH,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.483,ROGUE,HIGH,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.1584,KNOWN,LOW,False,False
RECON-HOSTDISCOVERY,0.4558,ROGUE,HIGH,True,False
DDOS-SYN_FLOOD,0.5273,ROGUE,HIGH,True,False
DOS-UDP_FLOOD,0.4528,ROGUE,HIGH,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.4736,ROGUE,HIGH,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.5511,ROGUE,HIGH,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4839,ROGUE,HIGH,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.2016,KNOWN,LOW,False,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
RECON-HOSTDISCOVERY,0.3834,SUSPECT,MEDIUM,True,False
DDOS-TCP_FLOOD,0.4846,ROGUE,HIGH,True,False
MITM-ARPSPOOFING,0.4911,ROGUE,HIGH,False,True
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.5481,ROGUE,HIGH,True,False
DOS-SYN_FLOOD,0.5571,ROGUE,HIGH,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5262,ROGUE,HIGH,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.3876,SUSPECT,MEDIUM,False,True
DOS-UDP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.4767,ROGUE,HIGH,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
BENIGN,0.0433,KNOWN,LOW,False,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DNS_SPOOFING,0.1402,KNOWN,LOW,False,False
RECON-OSSCAN,0.5203,ROGUE,HIGH,True,False
VULNERABILITYSCAN,0.2367,KNOWN,LOW,False,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.5449,ROGUE,HIGH,True,False
DDOS-RSTFINFLOOD,0.6,ROGUE,HIGH,True,True
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.4685,ROGUE,HIGH,True,False
BENIGN,0.169,KNOWN,LOW,False,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.5297,ROGUE,HIGH,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.5469,ROGUE,HIGH,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.3,KNOWN,LOW,True,False
BENIGN,0.143,KNOWN,LOW,False,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.4801,ROGUE,HIGH,True,False
DOS-TCP_FLOOD,0.4339,SUSPECT,MEDIUM,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5481,ROGUE,HIGH,True,False
DDOS-TCP_FLOOD,0.3719,SUSPECT,MEDIUM,True,False
DOS-TCP_FLOOD,0.4359,SUSPECT,MEDIUM,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.4525,ROGUE,HIGH,True,False
MITM-ARPSPOOFING,0.038,KNOWN,LOW,False,False
VULNERABILITYSCAN,0.0157,KNOWN,LOW,False,False
DDOS-SYN_FLOOD,0.5507,ROGUE,HIGH,True,False
RECON-OSSCAN,0.2245,KNOWN,LOW,False,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.4497,ROGUE,HIGH,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.171,KNOWN,LOW,False,False
DDOS-SYNONYMOUSIP_FLOOD,0.4644,ROGUE,HIGH,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.4125,SUSPECT,MEDIUM,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
BENIGN,0.241,KNOWN,LOW,False,False
DNS_SPOOFING,0.2393,KNOWN,LOW,False,False
DDOS-TCP_FLOOD,0.4528,ROGUE,HIGH,True,False
DOS-TCP_FLOOD,0.4987,ROGUE,HIGH,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.5588,ROGUE,HIGH,True,False
BENIGN,0.2408,KNOWN,LOW,False,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
RECON-HOSTDISCOVERY,0.5277,ROGUE,HIGH,False,True
DOS-SYN_FLOOD,0.4471,ROGUE,HIGH,True,False
DOS-HTTP_FLOOD,0.3079,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.4715,ROGUE,HIGH,True,False
MITM-ARPSPOOFING,0.2603,KNOWN,LOW,False,False
DDOS-UDP_FLOOD,0.4717,ROGUE,HIGH,True,False
DDOS-TCP_FLOOD,0.4644,ROGUE,HIGH,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
RECON-HOSTDISCOVERY,0.4374,SUSPECT,MEDIUM,True,False
DNS_SPOOFING,0.1037,KNOWN,LOW,False,False
DICTIONARYBRUTEFORCE,0.6283,ROGUE,HIGH,True,True
MITM-ARPSPOOFING,0.1011,KNOWN,LOW,False,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.2148,KNOWN,LOW,False,False
VULNERABILITYSCAN,0.3874,SUSPECT,MEDIUM,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
RECON-PORTSCAN,0.201,KNOWN,LOW,False,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4409,SUSPECT,MEDIUM,True,False
DOS-UDP_FLOOD,0.4911,ROGUE,HIGH,True,False
VULNERABILITYSCAN,0.1058,KNOWN,LOW,False,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.0362,KNOWN,LOW,False,False
RECON-HOSTDISCOVERY,0.342,SUSPECT,MEDIUM,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.4826,ROGUE,HIGH,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-HTTP_FLOOD,0.3017,KNOWN,LOW,True,False
DNS_SPOOFING,0.0252,KNOWN,LOW,False,False
DOS-TCP_FLOOD,0.432,SUSPECT,MEDIUM,True,False
DNS_SPOOFING,0.1125,KNOWN,LOW,False,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.2735,KNOWN,LOW,False,False
DOS-TCP_FLOOD,0.3866,SUSPECT,MEDIUM,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5494,ROGUE,HIGH,True,False
DDOS-SYN_FLOOD,0.5551,ROGUE,HIGH,True,False
DDOS-TCP_FLOOD,0.4853,ROGUE,HIGH,True,False
DOS-HTTP_FLOOD,0.3422,SUSPECT,MEDIUM,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5606,ROGUE,HIGH,True,False
BENIGN,0.0702,KNOWN,LOW,False,False
DOS-TCP_FLOOD,0.4607,ROGUE,HIGH,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5373,ROGUE,HIGH,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.3435,SUSPECT,MEDIUM,True,False
DNS_SPOOFING,0.2711,KNOWN,LOW,False,False
RECON-HOSTDISCOVERY,0.3301,SUSPECT,MEDIUM,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4407,SUSPECT,MEDIUM,True,False
DDOS-TCP_FLOOD,0.4644,ROGUE,HIGH,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.4,SUSPECT,MEDIUM,False,True
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.0027,KNOWN,LOW,False,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.4484,ROGUE,HIGH,True,False
BENIGN,0.0608,KNOWN,LOW,False,False
DNS_SPOOFING,0.3257,SUSPECT,MEDIUM,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.5356,ROGUE,HIGH,True,False
DDOS-UDP_FLOOD,0.483,ROGUE,HIGH,True,False
DOS-TCP_FLOOD,0.495,ROGUE,HIGH,True,False
BENIGN,0.2452,KNOWN,LOW,False,False
DDOS-TCP_FLOOD,0.4906,ROGUE,HIGH,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.4989,ROGUE,HIGH,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.4889,ROGUE,HIGH,True,False
MITM-ARPSPOOFING,0.2641,KNOWN,LOW,False,False
DDOS-TCP_FLOOD,0.3781,SUSPECT,MEDIUM,True,False
DOS-UDP_FLOOD,0.4064,SUSPECT,MEDIUM,True,False
MITM-ARPSPOOFING,0.0319,KNOWN,LOW,False,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.4049,SUSPECT,MEDIUM,True,False
DNS_SPOOFING,0.0001,KNOWN,LOW,False,False
DDOS-TCP_FLOOD,0.4437,ROGUE,HIGH,True,False
DOS-TCP_FLOOD,0.373,SUSPECT,MEDIUM,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.5564,ROGUE,HIGH,True,False
DOS-SYN_FLOOD,0.5497,ROGUE,HIGH,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4567,ROGUE,HIGH,True,False
DDOS-SYN_FLOOD,0.5388,ROGUE,HIGH,True,False
BENIGN,0.4517,ROGUE,HIGH,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.4543,ROGUE,HIGH,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.0786,KNOWN,LOW,False,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
BENIGN,0.2228,KNOWN,LOW,False,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.4715,ROGUE,HIGH,True,False
VULNERABILITYSCAN,0.1373,KNOWN,LOW,False,False
VULNERABILITYSCAN,0.0046,KNOWN,LOW,False,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DNS_SPOOFING,0.0002,KNOWN,LOW,False,False
RECON-PORTSCAN,0.442,SUSPECT,MEDIUM,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-HTTP_FLOOD,0.3001,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.0102,KNOWN,LOW,False,False
DDOS-SYNONYMOUSIP_FLOOD,0.4994,ROGUE,HIGH,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.068,KNOWN,LOW,False,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-HTTP_FLOOD,0.3089,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
